NOMBRE REGIÓN  RESIDENCIA HABITUAL ACTUAL,NOMBRE COMUNA RESIDENCIA HABITUAL ACTUAL,GRUPO DE EDAD,TOTAL POBLACIÓN NACIDA FUERA DEL PAÍS
LA ARAUCANÍA,GORBEA,15 a 19,12
LA ARAUCANÍA,GORBEA,20 a 24,7
LA ARAUCANÍA,GORBEA,25 a 29,23
LA ARAUCANÍA,GORBEA,30 a 34,25
LA ARAUCANÍA,GORBEA,35 a 39,18
LA ARAUCANÍA,GORBEA,40 a 44,12
LA ARAUCANÍA,GORBEA,45 a 49,7
LA ARAUCANÍA,GORBEA,50 a 54,9
LA ARAUCANÍA,GORBEA,55 a 59,2
LA ARAUCANÍA,GORBEA,60 a 64,3
LA ARAUCANÍA,GORBEA,65 a 69,3
LA ARAUCANÍA,GORBEA,70 a 74,1
LA ARAUCANÍA,GORBEA,75 a 79,3
LA ARAUCANÍA,GORBEA,80 a 84,2
LA ARAUCANÍA,GORBEA,85 a 89,1
LA ARAUCANÍA,GORBEA,90 a 94,2
LA ARAUCANÍA,GORBEA,95 a 99,0
LA ARAUCANÍA,GORBEA,100 o más,1
LA ARAUCANÍA,LAUTARO,Total Comuna,276
LA ARAUCANÍA,LAUTARO,0 a 4,6
LA ARAUCANÍA,LAUTARO,5 a 9,13
LA ARAUCANÍA,LAUTARO,10 a 14,10
LA ARAUCANÍA,LAUTARO,15 a 19,13
LA ARAUCANÍA,LAUTARO,20 a 24,30
LA ARAUCANÍA,LAUTARO,25 a 29,53
LA ARAUCANÍA,LAUTARO,30 a 34,43
LA ARAUCANÍA,LAUTARO,35 a 39,39
LA ARAUCANÍA,LAUTARO,40 a 44,16
LA ARAUCANÍA,LAUTARO,45 a 49,11
LA ARAUCANÍA,LAUTARO,50 a 54,11
LA ARAUCANÍA,LAUTARO,55 a 59,18
LA ARAUCANÍA,LAUTARO,60 a 64,3
LA ARAUCANÍA,LAUTARO,65 a 69,3
LA ARAUCANÍA,LAUTARO,70 a 74,2
LA ARAUCANÍA,LAUTARO,75 a 79,4
LA ARAUCANÍA,LAUTARO,80 a 84,1
LA ARAUCANÍA,LAUTARO,85 a 89,0
LA ARAUCANÍA,LAUTARO,90 a 94,0
LA ARAUCANÍA,LAUTARO,95 a 99,0
LA ARAUCANÍA,LAUTARO,100 o más,0
LA ARAUCANÍA,LONCOCHE,Total Comuna,162
LA ARAUCANÍA,LONCOCHE,0 a 4,4
LA ARAUCANÍA,LONCOCHE,5 a 9,9
LA ARAUCANÍA,LONCOCHE,10 a 14,5
LA ARAUCANÍA,LONCOCHE,15 a 19,10
LA ARAUCANÍA,LONCOCHE,20 a 24,15
LA ARAUCANÍA,LONCOCHE,25 a 29,36
LA ARAUCANÍA,LONCOCHE,30 a 34,16
LA ARAUCANÍA,LONCOCHE,35 a 39,11
LA ARAUCANÍA,LONCOCHE,40 a 44,19
LA ARAUCANÍA,LONCOCHE,45 a 49,8
LA ARAUCANÍA,LONCOCHE,50 a 54,6
LA ARAUCANÍA,LONCOCHE,55 a 59,6
LA ARAUCANÍA,LONCOCHE,60 a 64,1
LA ARAUCANÍA,LONCOCHE,65 a 69,6
LA ARAUCANÍA,LONCOCHE,70 a 74,2
LA ARAUCANÍA,LONCOCHE,75 a 79,3
LA ARAUCANÍA,LONCOCHE,80 a 84,1
LA ARAUCANÍA,LONCOCHE,85 a 89,1
LA ARAUCANÍA,LONCOCHE,90 a 94,2
LA ARAUCANÍA,LONCOCHE,95 a 99,1
LA ARAUCANÍA,LONCOCHE,100 o más,0
LA ARAUCANÍA,MELIPEUCO,Total Comuna,131
LA ARAUCANÍA,MELIPEUCO,0 a 4,5
LA ARAUCANÍA,MELIPEUCO,5 a 9,5
LA ARAUCANÍA,MELIPEUCO,10 a 14,7
LA ARAUCANÍA,MELIPEUCO,15 a 19,10
LA ARAUCANÍA,MELIPEUCO,20 a 24,26
LA ARAUCANÍA,MELIPEUCO,25 a 29,18
LA ARAUCANÍA,MELIPEUCO,30 a 34,17
LA ARAUCANÍA,MELIPEUCO,35 a 39,11
LA ARAUCANÍA,MELIPEUCO,40 a 44,8
LA ARAUCANÍA,MELIPEUCO,45 a 49,5
LA ARAUCANÍA,MELIPEUCO,50 a 54,8
LA ARAUCANÍA,MELIPEUCO,55 a 59,5
LA ARAUCANÍA,MELIPEUCO,60 a 64,1
LA ARAUCANÍA,MELIPEUCO,65 a 69,2
LA ARAUCANÍA,MELIPEUCO,70 a 74,1
LA ARAUCANÍA,MELIPEUCO,75 a 79,0
LA ARAUCANÍA,MELIPEUCO,80 a 84,1
LA ARAUCANÍA,MELIPEUCO,85 a 89,1
LA ARAUCANÍA,MELIPEUCO,90 a 94,0
LA ARAUCANÍA,MELIPEUCO,95 a 99,0
LA ARAUCANÍA,MELIPEUCO,100 o más,0
LA ARAUCANÍA,NUEVA IMPERIAL,Total Comuna,181
LA ARAUCANÍA,NUEVA IMPERIAL,0 a 4,3
LA ARAUCANÍA,NUEVA IMPERIAL,5 a 9,3
LA ARAUCANÍA,NUEVA IMPERIAL,10 a 14,6
LA ARAUCANÍA,NUEVA IMPERIAL,15 a 19,10
LA ARAUCANÍA,NUEVA IMPERIAL,20 a 24,25
LA ARAUCANÍA,NUEVA IMPERIAL,25 a 29,44
LA ARAUCANÍA,NUEVA IMPERIAL,30 a 34,29
LA ARAUCANÍA,NUEVA IMPERIAL,35 a 39,17
LA ARAUCANÍA,NUEVA IMPERIAL,40 a 44,13
LA ARAUCANÍA,NUEVA IMPERIAL,45 a 49,6
LA ARAUCANÍA,NUEVA IMPERIAL,50 a 54,5
LA ARAUCANÍA,NUEVA IMPERIAL,55 a 59,4
LA ARAUCANÍA,NUEVA IMPERIAL,60 a 64,4
LA ARAUCANÍA,NUEVA IMPERIAL,65 a 69,6
LA ARAUCANÍA,NUEVA IMPERIAL,70 a 74,0
LA ARAUCANÍA,NUEVA IMPERIAL,75 a 79,2
LA ARAUCANÍA,NUEVA IMPERIAL,80 a 84,1
LA ARAUCANÍA,NUEVA IMPERIAL,85 a 89,2
LA ARAUCANÍA,NUEVA IMPERIAL,90 a 94,1
LA ARAUCANÍA,NUEVA IMPERIAL,95 a 99,0
LA ARAUCANÍA,NUEVA IMPERIAL,100 o más,0
LA ARAUCANÍA,PADRE LAS CASAS,Total Comuna,623
LA ARAUCANÍA,PADRE LAS CASAS,0 a 4,8
LA ARAUCANÍA,PADRE LAS CASAS,5 a 9,23
LA ARAUCANÍA,PADRE LAS CASAS,10 a 14,21
LA ARAUCANÍA,PADRE LAS CASAS,15 a 19,28
LA ARAUCANÍA,PADRE LAS CASAS,20 a 24,69
LA ARAUCANÍA,PADRE LAS CASAS,25 a 29,155
LA ARAUCANÍA,PADRE LAS CASAS,30 a 34,82
LA ARAUCANÍA,PADRE LAS CASAS,35 a 39,66
LA ARAUCANÍA,PADRE LAS CASAS,40 a 44,41
LA ARAUCANÍA,PADRE LAS CASAS,45 a 49,36
LA ARAUCANÍA,PADRE LAS CASAS,50 a 54,32
LA ARAUCANÍA,PADRE LAS CASAS,55 a 59,20
LA ARAUCANÍA,PADRE LAS CASAS,60 a 64,17
LA ARAUCANÍA,PADRE LAS CASAS,65 a 69,8
LA ARAUCANÍA,PADRE LAS CASAS,70 a 74,7
LA ARAUCANÍA,PADRE LAS CASAS,75 a 79,5
LA ARAUCANÍA,PADRE LAS CASAS,80 a 84,1
LA ARAUCANÍA,PADRE LAS CASAS,85 a 89,3
LA ARAUCANÍA,PADRE LAS CASAS,90 a 94,1
LA ARAUCANÍA,PADRE LAS CASAS,95 a 99,0
LA ARAUCANÍA,PADRE LAS CASAS,100 o más,0
LA ARAUCANÍA,PERQUENCO,Total Comuna,23
LA ARAUCANÍA,PERQUENCO,0 a 4,2
LA ARAUCANÍA,PERQUENCO,5 a 9,2
LA ARAUCANÍA,PERQUENCO,10 a 14,0
LA ARAUCANÍA,PERQUENCO,15 a 19,2
LA ARAUCANÍA,PERQUENCO,20 a 24,2
LA ARAUCANÍA,PERQUENCO,25 a 29,4
LA ARAUCANÍA,PERQUENCO,30 a 34,2
LA ARAUCANÍA,PERQUENCO,35 a 39,1
LA ARAUCANÍA,PERQUENCO,40 a 44,0
LA ARAUCANÍA,PERQUENCO,45 a 49,1
LA ARAUCANÍA,PERQUENCO,50 a 54,1
LA ARAUCANÍA,PERQUENCO,55 a 59,1
LA ARAUCANÍA,PERQUENCO,60 a 64,0
LA ARAUCANÍA,PERQUENCO,65 a 69,1
LA ARAUCANÍA,PERQUENCO,70 a 74,2
LA ARAUCANÍA,PERQUENCO,75 a 79,2
LA ARAUCANÍA,PERQUENCO,80 a 84,0
LA ARAUCANÍA,PERQUENCO,85 a 89,0
LA ARAUCANÍA,PERQUENCO,90 a 94,0
LA ARAUCANÍA,PERQUENCO,95 a 99,0
LA ARAUCANÍA,PERQUENCO,100 o más,0
LA ARAUCANÍA,PITRUFQUÉN,Total Comuna,196
LA ARAUCANÍA,PITRUFQUÉN,0 a 4,5
LA ARAUCANÍA,PITRUFQUÉN,5 a 9,4
LA ARAUCANÍA,PITRUFQUÉN,10 a 14,5
LA ARAUCANÍA,PITRUFQUÉN,15 a 19,16
LA ARAUCANÍA,PITRUFQUÉN,20 a 24,24
LA ARAUCANÍA,PITRUFQUÉN,25 a 29,42
LA ARAUCANÍA,PITRUFQUÉN,30 a 34,31
LA ARAUCANÍA,PITRUFQUÉN,35 a 39,21
LA ARAUCANÍA,PITRUFQUÉN,40 a 44,13
LA ARAUCANÍA,PITRUFQUÉN,45 a 49,11
LA ARAUCANÍA,PITRUFQUÉN,50 a 54,5
LA ARAUCANÍA,PITRUFQUÉN,55 a 59,3
LA ARAUCANÍA,PITRUFQUÉN,60 a 64,5
LA ARAUCANÍA,PITRUFQUÉN,65 a 69,2
LA ARAUCANÍA,PITRUFQUÉN,70 a 74,3
LA ARAUCANÍA,PITRUFQUÉN,75 a 79,1
LA ARAUCANÍA,PITRUFQUÉN,80 a 84,0
LA ARAUCANÍA,PITRUFQUÉN,85 a 89,3
LA ARAUCANÍA,PITRUFQUÉN,90 a 94,1
LA ARAUCANÍA,PITRUFQUÉN,95 a 99,1
LA ARAUCANÍA,PITRUFQUÉN,100 o más,0
LA ARAUCANÍA,PUCÓN,Total Comuna,1044
LA ARAUCANÍA,PUCÓN,0 a 4,26
LA ARAUCANÍA,PUCÓN,5 a 9,53
LA ARAUCANÍA,PUCÓN,10 a 14,40
LA ARAUCANÍA,PUCÓN,15 a 19,45
LA ARAUCANÍA,PUCÓN,20 a 24,86
LA ARAUCANÍA,PUCÓN,25 a 29,178
LA ARAUCANÍA,PUCÓN,30 a 34,131
LA ARAUCANÍA,PUCÓN,35 a 39,119
LA ARAUCANÍA,PUCÓN,40 a 44,92
LA ARAUCANÍA,PUCÓN,45 a 49,60
LA ARAUCANÍA,PUCÓN,50 a 54,44
LA ARAUCANÍA,PUCÓN,55 a 59,49
LA ARAUCANÍA,PUCÓN,60 a 64,33
LA ARAUCANÍA,PUCÓN,65 a 69,28
LA ARAUCANÍA,PUCÓN,70 a 74,23
LA ARAUCANÍA,PUCÓN,75 a 79,14
LA ARAUCANÍA,PUCÓN,80 a 84,11
LA ARAUCANÍA,PUCÓN,85 a 89,6
LA ARAUCANÍA,PUCÓN,90 a 94,4
LA ARAUCANÍA,PUCÓN,95 a 99,1
LA ARAUCANÍA,PUCÓN,100 o más,1
LA ARAUCANÍA,SAAVEDRA,Total Comuna,39
LA ARAUCANÍA,SAAVEDRA,0 a 4,2
LA ARAUCANÍA,SAAVEDRA,5 a 9,1
LA ARAUCANÍA,SAAVEDRA,10 a 14,3
LA ARAUCANÍA,SAAVEDRA,15 a 19,2
LA ARAUCANÍA,SAAVEDRA,20 a 24,4
LA ARAUCANÍA,SAAVEDRA,25 a 29,5
LA ARAUCANÍA,SAAVEDRA,30 a 34,3
LA ARAUCANÍA,SAAVEDRA,35 a 39,4
LA ARAUCANÍA,SAAVEDRA,40 a 44,5
LA ARAUCANÍA,SAAVEDRA,45 a 49,3
LA ARAUCANÍA,SAAVEDRA,50 a 54,1
LA ARAUCANÍA,SAAVEDRA,55 a 59,1
LA ARAUCANÍA,SAAVEDRA,60 a 64,2
LA ARAUCANÍA,SAAVEDRA,65 a 69,1
LA ARAUCANÍA,SAAVEDRA,70 a 74,1
LA ARAUCANÍA,SAAVEDRA,75 a 79,1
LA ARAUCANÍA,SAAVEDRA,80 a 84,0
LA ARAUCANÍA,SAAVEDRA,85 a 89,0
LA ARAUCANÍA,SAAVEDRA,90 a 94,0
LA ARAUCANÍA,SAAVEDRA,95 a 99,0
LA ARAUCANÍA,SAAVEDRA,100 o más,0
LA ARAUCANÍA,TEODORO SCHMIDT,Total Comuna,69
LA ARAUCANÍA,TEODORO SCHMIDT,0 a 4,0
LA ARAUCANÍA,TEODORO SCHMIDT,5 a 9,1
LA ARAUCANÍA,TEODORO SCHMIDT,10 a 14,4
LA ARAUCANÍA,TEODORO SCHMIDT,15 a 19,5
LA ARAUCANÍA,TEODORO SCHMIDT,20 a 24,7
LA ARAUCANÍA,TEODORO SCHMIDT,25 a 29,13
LA ARAUCANÍA,TEODORO SCHMIDT,30 a 34,2
LA ARAUCANÍA,TEODORO SCHMIDT,35 a 39,3
LA ARAUCANÍA,TEODORO SCHMIDT,40 a 44,9
LA ARAUCANÍA,TEODORO SCHMIDT,45 a 49,11
LA ARAUCANÍA,TEODORO SCHMIDT,50 a 54,1
LA ARAUCANÍA,TEODORO SCHMIDT,55 a 59,7
LA ARAUCANÍA,TEODORO SCHMIDT,60 a 64,2
LA ARAUCANÍA,TEODORO SCHMIDT,65 a 69,1
LA ARAUCANÍA,TEODORO SCHMIDT,70 a 74,1
LA ARAUCANÍA,TEODORO SCHMIDT,75 a 79,0
LA ARAUCANÍA,TEODORO SCHMIDT,80 a 84,1
LA ARAUCANÍA,TEODORO SCHMIDT,85 a 89,1
LA ARAUCANÍA,TEODORO SCHMIDT,90 a 94,0
LA ARAUCANÍA,TEODORO SCHMIDT,95 a 99,0
LA ARAUCANÍA,TEODORO SCHMIDT,100 o más,0
LA ARAUCANÍA,TOLTÉN,Total Comuna,60
LA ARAUCANÍA,TOLTÉN,0 a 4,0
LA ARAUCANÍA,TOLTÉN,5 a 9,0
LA ARAUCANÍA,TOLTÉN,10 a 14,2
LA ARAUCANÍA,TOLTÉN,15 a 19,4
LA ARAUCANÍA,TOLTÉN,20 a 24,7
LA ARAUCANÍA,TOLTÉN,25 a 29,11
LA ARAUCANÍA,TOLTÉN,30 a 34,8
LA ARAUCANÍA,TOLTÉN,35 a 39,7
LA ARAUCANÍA,TOLTÉN,40 a 44,7
LA ARAUCANÍA,TOLTÉN,45 a 49,2
LA ARAUCANÍA,TOLTÉN,50 a 54,4
LA ARAUCANÍA,TOLTÉN,55 a 59,3
LA ARAUCANÍA,TOLTÉN,60 a 64,1
LA ARAUCANÍA,TOLTÉN,65 a 69,2
LA ARAUCANÍA,TOLTÉN,70 a 74,0
LA ARAUCANÍA,TOLTÉN,75 a 79,0
LA ARAUCANÍA,TOLTÉN,80 a 84,0
LA ARAUCANÍA,TOLTÉN,85 a 89,2
LA ARAUCANÍA,TOLTÉN,90 a 94,0
LA ARAUCANÍA,TOLTÉN,95 a 99,0
LA ARAUCANÍA,TOLTÉN,100 o más,0
LA ARAUCANÍA,VILCÚN,Total Comuna,216
LA ARAUCANÍA,VILCÚN,0 a 4,6
LA ARAUCANÍA,VILCÚN,5 a 9,9
LA ARAUCANÍA,VILCÚN,10 a 14,5
LA ARAUCANÍA,VILCÚN,15 a 19,18
LA ARAUCANÍA,VILCÚN,20 a 24,24
LA ARAUCANÍA,VILCÚN,25 a 29,31
LA ARAUCANÍA,VILCÚN,30 a 34,24
LA ARAUCANÍA,VILCÚN,35 a 39,26
LA ARAUCANÍA,VILCÚN,40 a 44,22
LA ARAUCANÍA,VILCÚN,45 a 49,8
LA ARAUCANÍA,VILCÚN,50 a 54,9
LA ARAUCANÍA,VILCÚN,55 a 59,9
LA ARAUCANÍA,VILCÚN,60 a 64,9
LA ARAUCANÍA,VILCÚN,65 a 69,3
LA ARAUCANÍA,VILCÚN,70 a 74,4
LA ARAUCANÍA,VILCÚN,75 a 79,5
LA ARAUCANÍA,VILCÚN,80 a 84,2
LA ARAUCANÍA,VILCÚN,85 a 89,2
LA ARAUCANÍA,VILCÚN,90 a 94,0
LA ARAUCANÍA,VILCÚN,95 a 99,0
LA ARAUCANÍA,VILCÚN,100 o más,0
LA ARAUCANÍA,VILLARRICA,Total Comuna,1101
LA ARAUCANÍA,VILLARRICA,0 a 4,13
LA ARAUCANÍA,VILLARRICA,5 a 9,37
LA ARAUCANÍA,VILLARRICA,10 a 14,47
LA ARAUCANÍA,VILLARRICA,15 a 19,58
LA ARAUCANÍA,VILLARRICA,20 a 24,98
LA ARAUCANÍA,VILLARRICA,25 a 29,182
LA ARAUCANÍA,VILLARRICA,30 a 34,139
LA ARAUCANÍA,VILLARRICA,35 a 39,127
LA ARAUCANÍA,VILLARRICA,40 a 44,115
LA ARAUCANÍA,VILLARRICA,45 a 49,71
LA ARAUCANÍA,VILLARRICA,50 a 54,57
LA ARAUCANÍA,VILLARRICA,55 a 59,43
LA ARAUCANÍA,VILLARRICA,60 a 64,36
LA ARAUCANÍA,VILLARRICA,65 a 69,24
LA ARAUCANÍA,VILLARRICA,70 a 74,19
LA ARAUCANÍA,VILLARRICA,75 a 79,13
LA ARAUCANÍA,VILLARRICA,80 a 84,7
LA ARAUCANÍA,VILLARRICA,85 a 89,8
LA ARAUCANÍA,VILLARRICA,90 a 94,3
LA ARAUCANÍA,VILLARRICA,95 a 99,0
LA ARAUCANÍA,VILLARRICA,100 o más,4
LA ARAUCANÍA,CHOLCHOL,Total Comuna,62
LA ARAUCANÍA,CHOLCHOL,0 a 4,2
LA ARAUCANÍA,CHOLCHOL,5 a 9,2
LA ARAUCANÍA,CHOLCHOL,10 a 14,4
LA ARAUCANÍA,CHOLCHOL,15 a 19,3
LA ARAUCANÍA,CHOLCHOL,20 a 24,5
LA ARAUCANÍA,CHOLCHOL,25 a 29,12
LA ARAUCANÍA,CHOLCHOL,30 a 34,7
LA ARAUCANÍA,CHOLCHOL,35 a 39,8
LA ARAUCANÍA,CHOLCHOL,40 a 44,3
LA ARAUCANÍA,CHOLCHOL,45 a 49,6
LA ARAUCANÍA,CHOLCHOL,50 a 54,1
LA ARAUCANÍA,CHOLCHOL,55 a 59,1
LA ARAUCANÍA,CHOLCHOL,60 a 64,1
LA ARAUCANÍA,CHOLCHOL,65 a 69,0
LA ARAUCANÍA,CHOLCHOL,70 a 74,2
LA ARAUCANÍA,CHOLCHOL,75 a 79,0
LA ARAUCANÍA,CHOLCHOL,80 a 84,3
LA ARAUCANÍA,CHOLCHOL,85 a 89,2
LA ARAUCANÍA,CHOLCHOL,90 a 94,0
LA ARAUCANÍA,CHOLCHOL,95 a 99,0
LA ARAUCANÍA,CHOLCHOL,100 o más,0
LA ARAUCANÍA,ANGOL,Total Comuna,309
LA ARAUCANÍA,ANGOL,0 a 4,12
LA ARAUCANÍA,ANGOL,5 a 9,9
LA ARAUCANÍA,ANGOL,10 a 14,17
LA ARAUCANÍA,ANGOL,15 a 19,22
LA ARAUCANÍA,ANGOL,20 a 24,35
LA ARAUCANÍA,ANGOL,25 a 29,43
LA ARAUCANÍA,ANGOL,30 a 34,43
LA ARAUCANÍA,ANGOL,35 a 39,42
LA ARAUCANÍA,ANGOL,40 a 44,30
LA ARAUCANÍA,ANGOL,45 a 49,23
LA ARAUCANÍA,ANGOL,50 a 54,10
LA ARAUCANÍA,ANGOL,55 a 59,7
LA ARAUCANÍA,ANGOL,60 a 64,5
LA ARAUCANÍA,ANGOL,65 a 69,3
LA ARAUCANÍA,ANGOL,70 a 74,5
LA ARAUCANÍA,ANGOL,75 a 79,1
LA ARAUCANÍA,ANGOL,80 a 84,1
LA ARAUCANÍA,ANGOL,85 a 89,1
LA ARAUCANÍA,ANGOL,90 a 94,0
LA ARAUCANÍA,ANGOL,95 a 99,0
LA ARAUCANÍA,ANGOL,100 o más,0
LA ARAUCANÍA,COLLIPULLI,Total Comuna,90
LA ARAUCANÍA,COLLIPULLI,0 a 4,2
LA ARAUCANÍA,COLLIPULLI,5 a 9,3
LA ARAUCANÍA,COLLIPULLI,10 a 14,2
LA ARAUCANÍA,COLLIPULLI,15 a 19,9
LA ARAUCANÍA,COLLIPULLI,20 a 24,18
LA ARAUCANÍA,COLLIPULLI,25 a 29,16
LA ARAUCANÍA,COLLIPULLI,30 a 34,15
LA ARAUCANÍA,COLLIPULLI,35 a 39,8
LA ARAUCANÍA,COLLIPULLI,40 a 44,5
LA ARAUCANÍA,COLLIPULLI,45 a 49,5
LA ARAUCANÍA,COLLIPULLI,50 a 54,2
LA ARAUCANÍA,COLLIPULLI,55 a 59,1
LA ARAUCANÍA,COLLIPULLI,60 a 64,2
LA ARAUCANÍA,COLLIPULLI,65 a 69,0
LA ARAUCANÍA,COLLIPULLI,70 a 74,1
LA ARAUCANÍA,COLLIPULLI,75 a 79,0
LA ARAUCANÍA,COLLIPULLI,80 a 84,1
LA ARAUCANÍA,COLLIPULLI,85 a 89,0
LA ARAUCANÍA,COLLIPULLI,90 a 94,0
LA ARAUCANÍA,COLLIPULLI,95 a 99,0
LA ARAUCANÍA,COLLIPULLI,100 o más,0
LA ARAUCANÍA,CURACAUTÍN,Total Comuna,255
LA ARAUCANÍA,CURACAUTÍN,0 a 4,3
LA ARAUCANÍA,CURACAUTÍN,5 a 9,13
LA ARAUCANÍA,CURACAUTÍN,10 a 14,5
LA ARAUCANÍA,CURACAUTÍN,15 a 19,12
LA ARAUCANÍA,CURACAUTÍN,20 a 24,27
LA ARAUCANÍA,CURACAUTÍN,25 a 29,45
LA ARAUCANÍA,CURACAUTÍN,30 a 34,33
LA ARAUCANÍA,CURACAUTÍN,35 a 39,28
LA ARAUCANÍA,CURACAUTÍN,40 a 44,16
LA ARAUCANÍA,CURACAUTÍN,45 a 49,15
LA ARAUCANÍA,CURACAUTÍN,50 a 54,15
LA ARAUCANÍA,CURACAUTÍN,55 a 59,15
LA ARAUCANÍA,CURACAUTÍN,60 a 64,7
LA ARAUCANÍA,CURACAUTÍN,65 a 69,4
LA ARAUCANÍA,CURACAUTÍN,70 a 74,6
LA ARAUCANÍA,CURACAUTÍN,75 a 79,1
LA ARAUCANÍA,CURACAUTÍN,80 a 84,4
LA ARAUCANÍA,CURACAUTÍN,85 a 89,1
LA ARAUCANÍA,CURACAUTÍN,90 a 94,4
LA ARAUCANÍA,CURACAUTÍN,95 a 99,1
LA ARAUCANÍA,CURACAUTÍN,100 o más,0
LA ARAUCANÍA,ERCILLA,Total Comuna,19
LA ARAUCANÍA,ERCILLA,0 a 4,0
LA ARAUCANÍA,ERCILLA,5 a 9,0
LA ARAUCANÍA,ERCILLA,10 a 14,1
LA ARAUCANÍA,ERCILLA,15 a 19,3
LA ARAUCANÍA,ERCILLA,20 a 24,0
LA ARAUCANÍA,ERCILLA,25 a 29,2
LA ARAUCANÍA,ERCILLA,30 a 34,3
LA ARAUCANÍA,ERCILLA,35 a 39,1
LA ARAUCANÍA,ERCILLA,40 a 44,1
LA ARAUCANÍA,ERCILLA,45 a 49,2
LA ARAUCANÍA,ERCILLA,50 a 54,2
LA ARAUCANÍA,ERCILLA,55 a 59,1
LA ARAUCANÍA,ERCILLA,60 a 64,0
LA ARAUCANÍA,ERCILLA,65 a 69,2
LA ARAUCANÍA,ERCILLA,70 a 74,0
LA ARAUCANÍA,ERCILLA,75 a 79,0
LA ARAUCANÍA,ERCILLA,80 a 84,0
LA ARAUCANÍA,ERCILLA,85 a 89,1
LA ARAUCANÍA,ERCILLA,90 a 94,0
LA ARAUCANÍA,ERCILLA,95 a 99,0
LA ARAUCANÍA,ERCILLA,100 o más,0
LA ARAUCANÍA,LONQUIMAY,Total Comuna,103
LA ARAUCANÍA,LONQUIMAY,0 a 4,0
LA ARAUCANÍA,LONQUIMAY,5 a 9,3
LA ARAUCANÍA,LONQUIMAY,10 a 14,4
LA ARAUCANÍA,LONQUIMAY,15 a 19,11
LA ARAUCANÍA,LONQUIMAY,20 a 24,7
LA ARAUCANÍA,LONQUIMAY,25 a 29,16
LA ARAUCANÍA,LONQUIMAY,30 a 34,8
LA ARAUCANÍA,LONQUIMAY,35 a 39,14
LA ARAUCANÍA,LONQUIMAY,40 a 44,10
LA ARAUCANÍA,LONQUIMAY,45 a 49,7
LA ARAUCANÍA,LONQUIMAY,50 a 54,8
LA ARAUCANÍA,LONQUIMAY,55 a 59,5
LA ARAUCANÍA,LONQUIMAY,60 a 64,5
LA ARAUCANÍA,LONQUIMAY,65 a 69,3
LA ARAUCANÍA,LONQUIMAY,70 a 74,0
LA ARAUCANÍA,LONQUIMAY,75 a 79,0
LA ARAUCANÍA,LONQUIMAY,80 a 84,0
LA ARAUCANÍA,LONQUIMAY,85 a 89,2
LA ARAUCANÍA,LONQUIMAY,90 a 94,0
LA ARAUCANÍA,LONQUIMAY,95 a 99,0
LA ARAUCANÍA,LONQUIMAY,100 o más,0
LA ARAUCANÍA,LOS SAUCES,Total Comuna,11
LA ARAUCANÍA,LOS SAUCES,0 a 4,0
LA ARAUCANÍA,LOS SAUCES,5 a 9,0
LA ARAUCANÍA,LOS SAUCES,10 a 14,1
LA ARAUCANÍA,LOS SAUCES,15 a 19,0
LA ARAUCANÍA,LOS SAUCES,20 a 24,3
LA ARAUCANÍA,LOS SAUCES,25 a 29,2
LA ARAUCANÍA,LOS SAUCES,30 a 34,0
LA ARAUCANÍA,LOS SAUCES,35 a 39,1
LA ARAUCANÍA,LOS SAUCES,40 a 44,1
LA ARAUCANÍA,LOS SAUCES,45 a 49,0
LA ARAUCANÍA,LOS SAUCES,50 a 54,2
LA ARAUCANÍA,LOS SAUCES,55 a 59,0
LA ARAUCANÍA,LOS SAUCES,60 a 64,0
LA ARAUCANÍA,LOS SAUCES,65 a 69,1
LA ARAUCANÍA,LOS SAUCES,70 a 74,0
LA ARAUCANÍA,LOS SAUCES,75 a 79,0
LA ARAUCANÍA,LOS SAUCES,80 a 84,0
LA ARAUCANÍA,LOS SAUCES,85 a 89,0
LA ARAUCANÍA,LOS SAUCES,90 a 94,0
LA ARAUCANÍA,LOS SAUCES,95 a 99,0
LA ARAUCANÍA,LOS SAUCES,100 o más,0
LA ARAUCANÍA,LUMACO,Total Comuna,14
LA ARAUCANÍA,LUMACO,0 a 4,1
LA ARAUCANÍA,LUMACO,5 a 9,1
LA ARAUCANÍA,LUMACO,10 a 14,0
LA ARAUCANÍA,LUMACO,15 a 19,0
LA ARAUCANÍA,LUMACO,20 a 24,1
LA ARAUCANÍA,LUMACO,25 a 29,2
LA ARAUCANÍA,LUMACO,30 a 34,1
LA ARAUCANÍA,LUMACO,35 a 39,0
LA ARAUCANÍA,LUMACO,40 a 44,2
LA ARAUCANÍA,LUMACO,45 a 49,1
LA ARAUCANÍA,LUMACO,50 a 54,2
LA ARAUCANÍA,LUMACO,55 a 59,1
LA ARAUCANÍA,LUMACO,60 a 64,0
LA ARAUCANÍA,LUMACO,65 a 69,0
LA ARAUCANÍA,LUMACO,70 a 74,0
LA ARAUCANÍA,LUMACO,75 a 79,0
LA ARAUCANÍA,LUMACO,80 a 84,0
LA ARAUCANÍA,LUMACO,85 a 89,0
LA ARAUCANÍA,LUMACO,90 a 94,2
LA ARAUCANÍA,LUMACO,95 a 99,0
LA ARAUCANÍA,LUMACO,100 o más,0
LA ARAUCANÍA,PURÉN,Total Comuna,20
LA ARAUCANÍA,PURÉN,0 a 4,1
LA ARAUCANÍA,PURÉN,5 a 9,0
LA ARAUCANÍA,PURÉN,10 a 14,0
